date,year,month,month_name,quarter,product_name,category,region,units_sold,unit_price_inr,revenue_inr,stock_start,stock_end,stockout_flag,lag_1_units,lag_3_units,rolling_avg_3,units_sold_clean,month_sin,month_cos,is_q4,is_winter,is_diwali_month,year_index
2023-09-01,2023,9,September,Q3,Quetinil-100,Antipsychotic,East,105,7.2,756.0,90,86,0,109.0,110.0,110.0,105.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Quetinil-100,Antipsychotic,East,104,7.2,748.8,117,111,0,105.0,116.0,106.0,104.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Quetinil-100,Antipsychotic,East,120,7.2,864.0,148,155,0,104.0,109.0,109.7,120.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Quetinil-100,Antipsychotic,East,143,7.2,1029.6,163,158,0,120.0,105.0,122.3,143.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Quetinil-100,Antipsychotic,East,149,7.2,1072.8,180,168,0,143.0,104.0,137.3,149.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Quetinil-100,Antipsychotic,East,120,7.2,864.0,102,99,0,149.0,120.0,137.3,120.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Quetinil-100,Antipsychotic,East,113,7.2,813.6,92,93,0,120.0,143.0,127.3,113.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Quetinil-100,Antipsychotic,East,122,7.2,878.4,125,126,0,113.0,149.0,118.3,122.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Quetinil-100,Antipsychotic,East,101,7.2,727.2,101,98,0,122.0,120.0,112.0,101.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Quetinil-100,Antipsychotic,East,111,7.2,799.2,91,88,0,101.0,113.0,111.3,111.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Quetinil-100,Antipsychotic,East,136,7.2,979.2,141,131,0,111.0,122.0,116.0,136.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Quetinil-100,Antipsychotic,East,142,7.2,1022.4,153,156,0,136.0,101.0,129.7,142.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Quetinil-100,Antipsychotic,East,114,7.2,820.8,143,137,0,142.0,111.0,130.7,114.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Quetinil-100,Antipsychotic,East,131,7.2,943.2,165,157,0,114.0,136.0,129.0,131.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Quetinil-100,Antipsychotic,East,142,7.2,1022.4,141,140,0,131.0,142.0,129.0,142.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Quetinil-100,Antipsychotic,East,147,7.2,1058.4,123,110,0,142.0,114.0,140.0,147.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Quetinil-100,Antipsychotic,North,191,7.2,1375.2,182,176,0,209.0,209.0,208.65,191.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Quetinil-100,Antipsychotic,North,188,7.2,1353.6,241,227,0,191.0,209.0,208.65,188.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Quetinil-100,Antipsychotic,North,231,7.2,1663.2,264,271,0,188.0,209.0,203.3,231.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Quetinil-100,Antipsychotic,North,179,7.2,1288.8,195,207,0,231.0,191.0,199.3,179.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Quetinil-100,Antipsychotic,North,234,7.2,1684.8,219,221,0,179.0,188.0,214.7,234.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Quetinil-100,Antipsychotic,North,208,7.2,1497.6,237,222,0,234.0,231.0,207.0,208.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Quetinil-100,Antipsychotic,North,178,7.2,1281.6,142,155,0,208.0,179.0,206.7,178.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Quetinil-100,Antipsychotic,North,178,7.2,1281.6,192,190,0,178.0,234.0,188.0,178.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Quetinil-100,Antipsychotic,North,189,7.2,1360.8,220,235,0,178.0,208.0,181.7,189.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Quetinil-100,Antipsychotic,North,178,7.2,1281.6,160,155,0,189.0,178.0,181.7,178.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Quetinil-100,Antipsychotic,North,204,7.2,1468.8,258,247,0,178.0,178.0,190.3,204.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Quetinil-100,Antipsychotic,North,199,7.2,1432.8,247,238,0,204.0,189.0,193.7,199.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Quetinil-100,Antipsychotic,North,220,7.2,1584.0,184,166,0,199.0,178.0,207.7,220.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Quetinil-100,Antipsychotic,North,238,7.2,1713.6,298,276,0,220.0,204.0,219.0,238.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Quetinil-100,Antipsychotic,North,234,7.2,1684.8,204,214,0,238.0,199.0,230.7,234.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Quetinil-100,Antipsychotic,North,214,7.2,1540.8,255,273,0,234.0,220.0,228.7,214.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Quetinil-100,Antipsychotic,North,234,7.2,1684.8,191,198,0,214.0,238.0,227.3,234.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Quetinil-100,Antipsychotic,North,191,7.2,1375.2,232,230,0,234.0,234.0,213.0,191.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Quetinil-100,Antipsychotic,North,176,7.2,1267.2,229,219,0,191.0,214.0,200.3,176.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Quetinil-100,Antipsychotic,North,205,7.2,1476.0,222,218,0,176.0,234.0,190.7,205.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Quetinil-100,Antipsychotic,North,208,7.2,1497.6,216,229,0,205.0,191.0,196.3,208.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Quetinil-100,Antipsychotic,North,185,7.2,1332.0,165,177,0,208.0,176.0,199.3,185.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Quetinil-100,Antipsychotic,North,217,7.2,1562.4,255,250,0,185.0,205.0,203.3,217.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Quetinil-100,Antipsychotic,North,219,7.2,1576.8,295,284,0,217.0,208.0,207.0,219.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Quetinil-100,Antipsychotic,North,217,7.2,1562.4,275,264,0,219.0,185.0,217.7,217.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Quetinil-100,Antipsychotic,North,232,7.2,1670.4,243,227,0,217.0,217.0,222.7,232.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Quetinil-100,Antipsychotic,North,232,7.2,1670.4,314,310,0,232.0,219.0,227.0,232.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Quetinil-100,Antipsychotic,North,221,7.2,1591.2,305,306,0,232.0,217.0,228.3,221.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Quetinil-100,Antipsychotic,North,217,7.2,1562.4,217,233,0,221.0,232.0,223.3,217.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Quetinil-100,Antipsychotic,North,220,7.2,1584.0,195,184,0,217.0,232.0,219.3,220.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Quetinil-100,Antipsychotic,North,193,7.2,1389.6,202,191,0,220.0,221.0,210.0,193.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Quetinil-100,Antipsychotic,North,222,7.2,1598.4,198,219,0,193.0,217.0,211.7,222.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Quetinil-100,Antipsychotic,North,209,7.2,1504.8,270,272,0,222.0,220.0,208.0,209.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Quetinil-100,Antipsychotic,North,197,7.2,1418.4,227,231,0,209.0,193.0,209.3,197.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Quetinil-100,Antipsychotic,North,228,7.2,1641.6,298,277,0,197.0,222.0,211.3,228.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Quetinil-100,Antipsychotic,North,262,7.2,1886.4,256,264,0,228.0,209.0,229.0,262.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Quetinil-100,Antipsychotic,South,142,7.2,1022.4,171,158,0,150.0,151.0,151.3,142.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Quetinil-100,Antipsychotic,South,150,7.2,1080.0,132,135,0,142.0,151.0,151.3,150.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Quetinil-100,Antipsychotic,South,145,7.2,1044.0,183,193,0,150.0,151.0,145.7,145.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Quetinil-100,Antipsychotic,South,159,7.2,1144.8,166,160,0,145.0,142.0,151.3,159.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Quetinil-100,Antipsychotic,South,144,7.2,1036.8,147,151,0,159.0,150.0,149.3,144.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Quetinil-100,Antipsychotic,South,157,7.2,1130.4,160,147,0,144.0,145.0,153.3,157.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Quetinil-100,Antipsychotic,South,130,7.2,936.0,165,168,0,157.0,159.0,143.7,130.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Quetinil-100,Antipsychotic,South,131,7.2,943.2,143,141,0,130.0,144.0,139.3,131.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Quetinil-100,Antipsychotic,South,114,7.2,820.8,126,126,0,131.0,157.0,125.0,114.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Quetinil-100,Antipsychotic,South,122,7.2,878.4,152,142,0,114.0,130.0,122.3,122.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Quetinil-100,Antipsychotic,South,164,7.2,1180.8,165,149,0,122.0,131.0,133.3,164.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Quetinil-100,Antipsychotic,South,162,7.2,1166.4,225,218,0,164.0,114.0,149.3,162.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Quetinil-100,Antipsychotic,South,151,7.2,1087.2,135,137,0,162.0,122.0,159.0,151.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Quetinil-100,Antipsychotic,South,144,7.2,1036.8,149,160,0,151.0,164.0,152.3,144.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Quetinil-100,Antipsychotic,South,153,7.2,1101.6,171,164,0,144.0,162.0,149.3,153.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Quetinil-100,Antipsychotic,South,159,7.2,1144.8,189,201,0,153.0,151.0,152.0,159.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Quetinil-100,Antipsychotic,South,161,7.2,1159.2,180,167,0,159.0,144.0,157.7,161.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Quetinil-100,Antipsychotic,South,157,7.2,1130.4,149,151,0,161.0,153.0,159.0,157.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Quetinil-100,Antipsychotic,South,114,7.2,820.8,117,124,0,157.0,159.0,144.0,114.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Quetinil-100,Antipsychotic,South,150,7.2,1080.0,207,208,0,114.0,161.0,140.3,150.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Quetinil-100,Antipsychotic,South,121,7.2,871.2,155,157,0,150.0,157.0,128.3,121.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Quetinil-100,Antipsychotic,South,132,7.2,950.4,118,128,0,121.0,114.0,134.3,132.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Quetinil-100,Antipsychotic,South,165,7.2,1188.0,206,207,0,132.0,150.0,139.3,165.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Quetinil-100,Antipsychotic,South,158,7.2,1137.6,175,168,0,165.0,121.0,151.7,158.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Quetinil-100,Antipsychotic,South,168,7.2,1209.6,234,218,0,158.0,132.0,163.7,168.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Quetinil-100,Antipsychotic,South,159,7.2,1144.8,199,211,0,168.0,165.0,161.7,159.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Quetinil-100,Antipsychotic,South,159,7.2,1144.8,132,117,0,159.0,158.0,162.0,159.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Quetinil-100,Antipsychotic,South,175,7.2,1260.0,168,182,0,159.0,168.0,164.3,175.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Quetinil-100,Antipsychotic,South,149,7.2,1072.8,126,117,0,175.0,159.0,161.0,149.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Quetinil-100,Antipsychotic,South,143,7.2,1029.6,172,159,0,149.0,159.0,155.7,143.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Quetinil-100,Antipsychotic,South,145,7.2,1044.0,174,183,0,143.0,175.0,145.7,145.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Quetinil-100,Antipsychotic,South,163,7.2,1173.6,215,208,0,145.0,149.0,150.3,163.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Quetinil-100,Antipsychotic,South,156,7.2,1123.2,197,181,0,163.0,143.0,154.7,156.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Quetinil-100,Antipsychotic,South,148,7.2,1065.6,156,149,0,156.0,145.0,155.7,148.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Quetinil-100,Antipsychotic,South,150,7.2,1080.0,186,181,0,148.0,163.0,151.3,150.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Quetinil-100,Antipsychotic,South,169,7.2,1216.8,192,192,0,150.0,156.0,155.7,169.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Quetinil-100,Antipsychotic,West,127,7.2,914.4,167,158,0,134.0,134.0,132.65,127.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Quetinil-100,Antipsychotic,West,134,7.2,964.8,131,139,0,127.0,134.0,132.65,134.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Quetinil-100,Antipsychotic,West,114,7.2,820.8,152,149,0,134.0,134.0,125.0,114.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Quetinil-100,Antipsychotic,West,132,7.2,950.4,180,171,0,114.0,127.0,126.7,132.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Quetinil-100,Antipsychotic,West,121,7.2,871.2,112,104,0,132.0,134.0,122.3,121.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Quetinil-100,Antipsychotic,West,124,7.2,892.8,149,142,0,121.0,114.0,125.7,124.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Quetinil-100,Antipsychotic,West,132,7.2,950.4,113,112,0,124.0,132.0,125.7,132.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Quetinil-100,Antipsychotic,West,120,7.2,864.0,155,147,0,132.0,121.0,125.3,120.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Quetinil-100,Antipsychotic,West,142,7.2,1022.4,115,113,0,120.0,124.0,131.3,142.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Quetinil-100,Antipsychotic,West,122,7.2,878.4,165,162,0,142.0,132.0,128.0,122.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Quetinil-100,Antipsychotic,West,138,7.2,993.6,161,165,0,122.0,120.0,134.0,138.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Quetinil-100,Antipsychotic,West,120,7.2,864.0,120,128,0,138.0,142.0,126.7,120.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Quetinil-100,Antipsychotic,West,106,7.2,763.2,126,131,0,120.0,122.0,121.3,106.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Quetinil-100,Antipsychotic,West,154,7.2,1108.8,148,138,0,106.0,138.0,126.7,154.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Quetinil-100,Antipsychotic,West,141,7.2,1015.2,126,115,0,154.0,120.0,133.7,141.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Quetinil-100,Antipsychotic,West,140,7.2,1008.0,160,158,0,141.0,106.0,145.0,140.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Quetinil-100,Antipsychotic,West,125,7.2,900.0,161,173,0,140.0,154.0,135.3,125.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Quetinil-100,Antipsychotic,West,135,7.2,972.0,136,132,0,125.0,141.0,133.3,135.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Quetinil-100,Antipsychotic,West,146,7.2,1051.2,198,186,0,135.0,140.0,135.3,146.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Quetinil-100,Antipsychotic,West,122,7.2,878.4,142,152,0,146.0,125.0,134.3,122.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Quetinil-100,Antipsychotic,West,124,7.2,892.8,129,133,0,122.0,135.0,130.7,124.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Quetinil-100,Antipsychotic,West,138,7.2,993.6,189,181,0,124.0,146.0,128.0,138.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Quetinil-100,Antipsychotic,West,162,7.2,1166.4,143,153,0,138.0,122.0,141.3,162.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Quetinil-100,Antipsychotic,West,144,7.2,1036.8,178,173,0,162.0,124.0,148.0,144.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Quetinil-100,Antipsychotic,West,158,7.2,1137.6,215,204,0,144.0,138.0,154.7,158.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Quetinil-100,Antipsychotic,West,160,7.2,1152.0,143,134,0,158.0,162.0,154.0,160.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Quetinil-100,Antipsychotic,West,164,7.2,1180.8,132,141,0,160.0,144.0,160.7,164.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Quetinil-100,Antipsychotic,West,147,7.2,1058.4,191,199,0,164.0,158.0,157.0,147.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Quetinil-100,Antipsychotic,West,141,7.2,1015.2,157,147,0,147.0,160.0,150.7,141.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Quetinil-100,Antipsychotic,West,132,7.2,950.4,156,149,0,141.0,164.0,140.0,132.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Quetinil-100,Antipsychotic,West,146,7.2,1051.2,181,176,0,132.0,147.0,139.7,146.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Quetinil-100,Antipsychotic,West,121,7.2,871.2,120,121,0,146.0,141.0,133.0,121.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Quetinil-100,Antipsychotic,West,130,7.2,936.0,171,160,0,121.0,132.0,132.3,130.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Quetinil-100,Antipsychotic,West,116,7.2,835.2,136,141,0,130.0,146.0,122.3,116.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Quetinil-100,Antipsychotic,West,148,7.2,1065.6,119,106,0,116.0,121.0,131.3,148.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Quetinil-100,Antipsychotic,West,131,7.2,943.2,176,173,0,148.0,130.0,131.7,131.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Risperidon-2,Antipsychotic,Central,65,6.8,442.0,82,85,0,76.0,76.0,75.7,65.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Risperidon-2,Antipsychotic,Central,69,6.8,469.2,62,66,0,65.0,76.0,75.7,69.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Risperidon-2,Antipsychotic,Central,80,6.8,544.0,107,99,0,69.0,76.0,71.3,80.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Risperidon-2,Antipsychotic,Central,81,6.8,550.8,78,76,0,80.0,65.0,76.7,81.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Risperidon-2,Antipsychotic,Central,66,6.8,448.8,69,75,0,81.0,69.0,75.7,66.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Risperidon-2,Antipsychotic,Central,66,6.8,448.8,63,60,0,66.0,80.0,71.0,66.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Risperidon-2,Antipsychotic,Central,73,6.8,496.4,89,90,0,66.0,81.0,68.3,73.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Risperidon-2,Antipsychotic,Central,69,6.8,469.2,84,86,0,73.0,66.0,69.3,69.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Risperidon-2,Antipsychotic,Central,67,6.8,455.6,57,60,0,69.0,66.0,69.7,67.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Risperidon-2,Antipsychotic,Central,66,6.8,448.8,60,64,0,67.0,73.0,67.3,66.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Risperidon-2,Antipsychotic,Central,76,6.8,516.8,103,103,0,66.0,69.0,69.7,76.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Risperidon-2,Antipsychotic,Central,88,6.8,598.4,117,119,0,76.0,67.0,76.7,88.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Risperidon-2,Antipsychotic,Central,73,6.8,496.4,71,71,0,88.0,66.0,79.0,73.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Risperidon-2,Antipsychotic,Central,78,6.8,530.4,67,63,0,73.0,76.0,79.7,78.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Risperidon-2,Antipsychotic,Central,77,6.8,523.6,105,110,0,78.0,88.0,76.0,77.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Risperidon-2,Antipsychotic,Central,80,6.8,544.0,71,73,0,77.0,73.0,78.3,80.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Risperidon-2,Antipsychotic,Central,71,6.8,482.8,61,57,0,80.0,78.0,76.0,71.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Risperidon-2,Antipsychotic,Central,62,6.8,421.6,75,70,0,71.0,77.0,71.0,62.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Risperidon-2,Antipsychotic,Central,77,6.8,523.6,71,71,0,62.0,80.0,70.0,77.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Risperidon-2,Antipsychotic,Central,81,6.8,550.8,105,104,0,77.0,71.0,73.3,81.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Risperidon-2,Antipsychotic,Central,75,6.8,510.0,103,96,0,81.0,62.0,77.7,75.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Risperidon-2,Antipsychotic,Central,59,6.8,401.2,60,59,0,75.0,77.0,71.7,59.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
